Brand,model,Year,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year
Maruti Suzuki,Wagon-R,2021,65000.0,Manual,first,Hybrid,565000,13000.0
Hyundai,Creta,2021,66000.0,Automatic,first,Petrol,1385000,13200.0
Nissan,Micra,2018,78000.0,Manual,second,Diesel,450000,9750.0
Volkswagen,Polo,2010,59000.0,Manual,first,Petrol,355000,3687.5
Honda,City,2009,102000.0,Automatic,second,Petrol,295000,6000.0
Maruti Suzuki,Wagon-R,2012,90000.0,Automatic,second,Hybrid,230000,6428.571428571428
Toyota,Innova,2015,125000.0,Manual,second,Diesel,1050000,11363.636363636364
Tata,Nexon,2019,50000.0,Automatic,first,Hybrid,625000,7142.857142857143
Maruti Suzuki,Eeco,2021,47000.0,Manual,first,Hybrid,560000,9400.0
Maruti Suzuki,Swift-Dzire,2022,70000.0,Automatic,first,Hybrid,700000,17500.0
Hyundai,Creta,2019,41000.0,Automatic,first,Petrol,875000,5857.142857142857
Tata,Harrier,2021,90000.0,Automatic,second,Diesel,1725000,18000.0
Maruti Suzuki,Wagon-R,2010,84000.0,Manual,second,Hybrid,144444,5250.0
Audi,A4,2017,98000.0,Automatic,first,Diesel,1700000,10888.888888888889
Hyundai,i10,2014,50000.0,Manual,first,Petrol,270000,4166.666666666667
Maruti Suzuki,Eeco,2021,95000.0,Automatic,first,Hybrid,435000,19000.0
Maruti Suzuki,Grand Vitara,2023,200040.0,Automatic,first,Petrol,1500000,66680.0
Nissan,Sunny,2013,120000.0,Manual,second,Diesel,320000,9230.76923076923
Maruti Suzuki,Alto,2010,83000.0,Manual,second,Petrol,148000,5187.5
Ford,Figo,2012,107000.0,Manual,second,Diesel,130000,7642.857142857143
Hyundai,Grand i10 Nios,2020,47000.0,Automatic,second,Petrol,570000,7833.333333333333
Honda,CRV,2007,105000.0,Automatic,second,Petrol,305000,5526.315789473684
Maruti Suzuki,Alto,2010,,Automatic,first,Hybrid,70000,
Maruti Suzuki,Celerio-X,2018,80000.0,Automatic,second,Hybrid,299999,10000.0
Toyota,Innova,2010,220000.0,Manual,second,Diesel,950000,13750.0
Mahindra,XUV 300,2021,45000.0,Automatic,first,Diesel,900000,9000.0
Maruti Suzuki,Swift Dzire,2015,113000.0,Manual,second,Diesel,450000,10272.727272727272
Kia,Seltos,2022,70000.0,Manual,first,Diesel,1399999,17500.0
Maruti Suzuki,Wagon R,2012,89000.0,Manual,second,Petrol,245000,6357.142857142857
Chevrolet,Beat,2016,90000.0,Automatic,second,Hybrid,240000,9000.0
Ford,Ecosport,2014,50000.0,Automatic,second,Hybrid,443000,4166.666666666667
Renault,Triber,2019,38000.0,Manual,first,Petrol,525000,5428.571428571428
Mahindra,Bolero,2010,200000.0,Automatic,second,Diesel,180000,12500.0
Maruti Suzuki,Baleno,2016,105121.0,Manual,first,Petrol,565000,10512.1
Skoda,Laura,2009,100000.0,Manual,second,Diesel,299000,5882.35294117647
Maruti Suzuki,Swift-Dzire,2024,31000.0,Automatic,first,Hybrid,725000,15500.0
Maruti Suzuki,Wagon-R,2015,48000.0,Manual,first,Petrol,351000,4363.636363636364
Hyundai,Verna,2017,87000.0,Automatic,second,Diesel,595000,9666.666666666666
Toyota,Innova Crysta,2021,134000.0,Automatic,first,Diesel,2030000,26800.0
Volkswagen,Polo,2019,56474.0,Manual,second,Petrol,495000,8067.714285714285
Honda,Jazz,2016,90000.0,Automatic,second,Petrol,399000,9000.0
Jeep,Compass,2018,36000.0,Automatic,second,Petrol,975000,4500.0
Hyundai,Elite i20,2014,64000.0,Manual,first,Hybrid,465000,5333.333333333333
Tata,Nano Genx,2016,6000.0,Automatic,first,Petrol,261000,600.0
Ford,Aspire,2019,15000.0,Manual,second,Petrol,485000,2142.8571428571427
Maruti Suzuki,Eeco,2023,23000.0,Automatic,first,Hybrid,650000,7666.666666666667
Maruti Suzuki,Ciaz,2016,48000.0,Manual,second,Petrol,490000,4800.0
Toyota,Innova Crysta,2019,70000.0,Manual,first,Diesel,1833000,10000.0
BMW,3 Series,2018,75000.0,Automatic,second,Petrol,3500000,9375.0
Maruti Suzuki,Celerio,2018,70000.0,Automatic,first,Hybrid,399000,8750.0
Toyota,Fortuner,2022,14300.0,Automatic,first,Diesel,4450000,3575.0
Renault,KWID,2018,36000.0,Automatic,second,Petrol,375000,4500.0
Maruti Suzuki,Wagon-R,2011,99000.0,Manual,second,Petrol,125000,6600.0
Maruti Suzuki,Celerio,2018,42000.0,Automatic,second,Hybrid,550000,5250.0
Maruti Suzuki,Alto-800,2019,52000.0,Automatic,second,Petrol,280000,7428.571428571428
Mercedes-Benz,E-Class,2022,38000.0,Automatic,second,Diesel,6300000,9500.0
Toyota,Fortuner,2020,56000.0,Automatic,second,Diesel,3475000,9333.333333333334
Hyundai,Elite i20,2020,56249.0,Manual,second,Petrol,566000,9374.833333333334
Tata,Safari,2021,135241.0,Automatic,first,Diesel,1550000,27048.2
Honda,City ZX,2017,80000.0,Automatic,first,Petrol,899000,8888.888888888889
Maruti Suzuki,Wagon-R,2019,90000.0,Automatic,first,Hybrid,560000,12857.142857142857
Volkswagen,Ameo,2018,48000.0,Manual,first,Petrol,449000,6000.0
Maruti Suzuki,Celerio,2023,12000.0,Automatic,second,Petrol,700000,4000.0
Honda,City,2018,55000.0,Automatic,first,Hybrid,624000,6875.0
Honda,Brio,2013,69000.0,Manual,first,Petrol,330000,5307.692307692308
Honda,CRV,2013,95000.0,Automatic,second,Petrol,625000,7307.692307692308
Mahindra,Thar,2021,2500.0,Automatic,first,Diesel,1600000,500.0
Skoda,Rapid,2018,64000.0,Automatic,first,Petrol,780000,8000.0
Hyundai,Xcent,2015,72000.0,Manual,second,Petrol,299000,6545.454545454545
Nissan,Terrano,2013,51000.0,Manual,second,Petrol,338000,3923.076923076923
MG,Hector Plus,2022,14343.0,Automatic,first,Petrol,1790000,3585.75
Honda,City,2015,69000.0,Automatic,first,Hybrid,525000,6272.727272727273
Audi,A6,2015,103000.0,Automatic,second,Diesel,1475000,9363.636363636364
Hyundai,Verna,2013,65000.0,Manual,first,Petrol,365000,5000.0
Maruti Suzuki,Wagon-R,2018,45000.0,Manual,first,Hybrid,349000,5625.0
Maruti Suzuki,Ritz,2011,60000.0,Manual,second,Hybrid,240000,4000.0
Maruti Suzuki,Wagon-R,2008,80000.0,Manual,first,Hybrid,60000,4444.444444444444
Kia,Sonet,2021,52000.0,Automatic,first,Diesel,899000,10400.0
Ford,Figo,2014,75000.0,Manual,second,Diesel,320000,6250.0
BMW,X5,2015,40000.0,Automatic,second,Diesel,5300000,3636.3636363636365
Renault,KWID,2017,74800.0,Automatic,second,Petrol,335000,8311.111111111111
Maruti Suzuki,Swift,2011,113000.0,Manual,second,Diesel,200000,7533.333333333333
Mercedes-Benz,GLA Class,2016,67500.0,Automatic,second,Petrol,1700000,6750.0
Toyota,Fortuner,2020,45000.0,Automatic,first,Diesel,3150000,7500.0
Toyota,Innova Crysta,2020,37000.0,Automatic,first,Diesel,1790000,6166.666666666667
Maruti Suzuki,Celerio,2018,54000.0,Manual,first,Hybrid,415000,6750.0
Maruti Suzuki,Baleno,2017,81902.0,Automatic,second,Petrol,563000,9100.222222222223
Hyundai,Elite i20,2015,91000.0,Manual,second,Hybrid,560000,8272.727272727272
Skoda,Superb,2018,78000.0,Automatic,second,Diesel,1651000,9750.0
Maruti Suzuki,Wagon-R,2015,70800.0,Manual,second,Hybrid,275000,6436.363636363636
Hyundai,i20,2017,59097.0,Manual,first,Petrol,477000,6566.333333333333
Maruti Suzuki,Wagon-R,2013,0.0,Automatic,second,Hybrid,250000,0.0
Maruti Suzuki,Wagon-R-1-0,2016,58000.0,Manual,first,Hybrid,370000,5800.0
Toyota Land,Cruiser,2008,186740.0,Automatic,second,Diesel,6000000,10374.444444444445
Tata,Tiago,2019,66760.0,Automatic,first,Petrol,575000,9537.142857142857
Maruti Suzuki,Eeco,2021,72000.0,Manual,first,Hybrid,551000,14400.0
Renault,Duster,2019,70000.0,Automatic,second,Diesel,897000,10000.0
Maruti Suzuki,Ertiga,2015,94000.0,Manual,second,Hybrid,599000,8545.454545454546
Tata,Tigor,2023,4500.0,Manual,first,Hybrid,875999,1500.0
Volkswagen,Passat,2019,127000.0,Automatic,second,Diesel,1775000,18142.85714285714
Mercedes-Benz,S-Class,2018,29000.0,Automatic,first,Petrol,7900000,3625.0
Volkswagen,Polo,2020,47000.0,Automatic,second,Petrol,1075000,7833.333333333333
Skoda,Kushaq,2022,24000.0,Automatic,first,Petrol,1500000,6000.0
Hyundai,Creta,2017,54000.0,Manual,second,Petrol,599000,6000.0
Maruti Suzuki,Ritz,2009,96000.0,Manual,second,Petrol,275000,5647.058823529412
Honda,City,2016,44300.0,Automatic,first,Petrol,690000,4430.0
Toyota,Camry,2014,142000.0,Automatic,second,Petrol,1575000,11833.333333333334
Volkswagen,Ameo,2019,61000.0,Automatic,first,Diesel,699000,8714.285714285714
Hyundai,Tucson,2017,102000.0,Automatic,first,Diesel,1075000,11333.333333333334
Maruti Suzuki,Eeco,2011,104000.0,Automatic,second,Hybrid,260000,6933.333333333333
Hyundai,i20,2010,72000.0,Manual,second,Hybrid,120000,4500.0
Volkswagen,T-ROC,2020,44000.0,Automatic,second,Petrol,1149999,7333.333333333333
Volkswagen,Polo,2015,57000.0,Manual,first,Diesel,520000,5181.818181818182
Maruti Suzuki,Celerio,2019,65000.0,Manual,first,Hybrid,390000,9285.714285714286
Maruti Suzuki,Wagon-R,2017,130000.0,Automatic,first,Hybrid,250000,14444.444444444445
Hyundai,Fluidic Verna,2014,85000.0,Manual,second,Hybrid,460000,7083.333333333333
Volkswagen,Ameo,2017,69000.0,Manual,second,Hybrid,375000,7666.666666666667
Ford,Ecosport,2016,33000.0,Automatic,first,Petrol,499000,3300.0
Volkswagen,Virtus,2022,46969.0,Automatic,first,Petrol,1295000,11742.25
Maruti Suzuki,Ritz,2012,88000.0,Manual,second,Diesel,370000,6285.714285714285
Honda,Amaze,2018,94000.0,Manual,first,Hybrid,590000,11750.0
Ford,Fiesta,2008,89000.0,Manual,first,Hybrid,110000,4944.444444444444
Honda,CRV,2017,79000.0,Automatic,first,Petrol,1150000,8777.777777777777
Honda,City,2017,64000.0,Automatic,second,Petrol,670000,7111.111111111111
Mahindra,Scorpio Classic,2019,79000.0,Manual,second,Diesel,980000,11285.714285714286
Tata,Tiago,2018,103000.0,Manual,second,Diesel,460000,12875.0
Kia,Carnival,2020,30000.0,Automatic,first,Diesel,3150000,5000.0
Mercedes-Benz,S-Class,2008,43000.0,Automatic,second,Petrol,675000,2388.8888888888887
Hyundai,Fluidic Verna,2019,65000.0,Automatic,first,Hybrid,775000,9285.714285714286
Maruti Suzuki,Swift,2007,98000.0,Manual,second,Diesel,165000,5157.894736842105
BMW,3 Series Gran Limousine,2017,54500.0,Automatic,second,Petrol,2150000,6055.555555555556
Volkswagen,Polo,2019,48000.0,Automatic,second,Petrol,610000,6857.142857142857
Mahindra,XUV500,2019,68000.0,Manual,first,Diesel,1025000,9714.285714285714
Maruti Suzuki,Eeco,2019,30.0,Automatic,first,Hybrid,470000,4.285714285714286
Honda,Jazz,2016,47200.0,Automatic,second,Petrol,600000,4720.0
Maruti Suzuki,Swift-Dzire-Tour,2022,50000.0,Automatic,first,Hybrid,750000,12500.0
Renault,KWID,2017,45000.0,Manual,second,Petrol,200000,5000.0
Kia,Sonet,2020,54309.0,Automatic,first,Petrol,971000,9051.5
Maruti Suzuki,Ertiga,2017,83300.0,Manual,second,Diesel,680000,9255.555555555555
Toyota,Innova Crysta,2019,55000.0,Automatic,second,Diesel,1425000,7857.142857142857
Maruti Suzuki,Vitara-Brezza,2016,96000.0,Manual,second,Diesel,695000,9600.0
Chevrolet,Beat,2010,42000.0,Manual,second,Petrol,110000,2625.0
Volkswagen,Vento,2018,156000.0,Automatic,second,Diesel,730000,19500.0
Honda,City,2011,89000.0,Manual,second,Hybrid,159000,5933.333333333333
BMW,5 Series,2014,60000.0,Automatic,second,Diesel,1650000,5000.0
Toyota,Innova Crysta,2021,55000.0,Automatic,second,Diesel,2925000,11000.0
Nissan,Sunny,2019,54000.0,Automatic,first,Hybrid,490000,7714.285714285715
Hyundai,Santro Xing,2007,119000.0,Manual,second,Petrol,99000,6263.1578947368425
Honda,City Hybrid eHEV,2009,,Automatic,first,Diesel,320000,
Maruti Suzuki,S-Presso,2022,55192.0,Manual,first,Hybrid,415000,13798.0
Tata,Hexa,2017,54000.0,Manual,second,Diesel,700000,6000.0
Mahindra,Bolero,2018,102100.0,Manual,first,Diesel,710000,12762.5
Maruti Suzuki,Wagon R 1.0,2012,71000.0,Manual,first,Hybrid,209900,5071.428571428572
Hyundai,i10,2020,500.0,Automatic,first,Hybrid,100000,83.33333333333333
Toyota,Innova,2011,175000.0,Manual,second,Diesel,450000,11666.666666666666
Mercedes-Benz,M-Class,2013,123000.0,Automatic,second,Diesel,1650000,9461.538461538461
Hyundai,Creta,2017,65000.0,Manual,first,Hybrid,735000,7222.222222222223
Hyundai,Creta Facelift,2018,41000.0,Automatic,first,Diesel,857000,5125.0
Maruti Suzuki,Eeco,2021,52000.0,Automatic,second,Hybrid,550000,10400.0
Mahindra,KUV 100,2017,60000.0,Manual,second,Hybrid,350000,6666.666666666667
Maruti Suzuki,Wagon-R,2013,38000.0,Manual,first,Hybrid,265000,2923.076923076923
Datsun,RediGO,2018,63000.0,Manual,first,Petrol,225000,7875.0
BMW,5 Series,2009,70000.0,Automatic,second,Diesel,580000,4117.64705882353
Honda,Accord,2003,140000.0,Automatic,second,Petrol,325000,6086.95652173913
Hyundai,Creta,2017,52000.0,Automatic,second,Petrol,875000,5777.777777777777
Hyundai,Venue,2019,36639.0,Automatic,second,Petrol,845000,5234.142857142857
Maruti Suzuki,Celerio,2019,70000.0,Manual,first,Hybrid,525000,10000.0
Ford,Ecosport,2018,90231.0,Automatic,second,Petrol,650000,11278.875
Hyundai,Getz,2009,91000.0,Manual,second,Hybrid,139999,5352.941176470588
Volkswagen,VentoTest,2013,87615.0,Manual,second,Diesel,425000,6739.615384615385
Maruti Suzuki,Ertiga,2021,70000.0,Automatic,first,Hybrid,950000,14000.0
Nissan,X-Trail,2011,133000.0,Automatic,second,Diesel,375000,8866.666666666666
Hyundai,Creta,2020,80000.0,Automatic,first,Diesel,1550000,13333.333333333334
Hyundai,Elantra,2018,52000.0,Automatic,first,Petrol,1275000,6500.0
Maruti Suzuki,Celerio,2017,125000.0,Manual,first,Hybrid,225000,13888.888888888889
Maruti Suzuki,Swift,2011,70000.0,Manual,second,Diesel,290000,4666.666666666667
Renault,Duster,2013,80000.0,Manual,second,Diesel,15000,6153.846153846154
Maruti Suzuki,maruti-suzuki-dzire,2017,79062.0,Automatic,second,Petrol,550000,8784.666666666666
Hyundai,Grand i10,2016,47167.0,Manual,first,Petrol,470000,4716.7
Tata,Tiago Nrg,2022,36000.0,Automatic,first,Petrol,590000,9000.0
Maruti Suzuki,Celerio,2017,82000.0,Manual,second,Hybrid,370000,9111.111111111111
Mercedes-Benz,C-Class,2014,78000.0,Automatic,first,Diesel,959999,6500.0
Audi,A6,2022,8000.0,Automatic,first,Petrol,6300000,2000.0
Kia,Seltos,2021,41000.0,Automatic,first,Petrol,1425000,8200.0
Toyota,Fortuner,2013,110000.0,Automatic,second,Diesel,1090000,8461.538461538461
Maruti Suzuki,Ciaz,2016,39000.0,Manual,second,Hybrid,595000,3900.0
Toyota,Innova Crysta,2017,183000.0,Automatic,second,Diesel,1850000,20333.333333333332
Maruti Suzuki,Wagon-R,2019,72000.0,Manual,first,Petrol,495000,10285.714285714286
Skoda,Rapid,2017,123000.0,Automatic,first,Diesel,650000,13666.666666666666
Tata,Tigor,2017,79000.0,Manual,first,Petrol,460000,8777.777777777777
Toyota,Innova,2015,123580.0,Manual,second,Diesel,850000,11234.545454545454
Ford,Ecosport,2018,79000.0,Automatic,first,Petrol,765000,9875.0
Honda,City,2015,71000.0,Automatic,first,Hybrid,524000,6454.545454545455
Ford,Endeavour,2018,120000.0,Automatic,second,Diesel,2500000,15000.0
Honda,Jazz,2018,62000.0,Automatic,first,Hybrid,491111,7750.0
Tata,Indica Vista,2011,80000.0,Manual,second,Hybrid,67000,5333.333333333333
Honda,Amaze,2019,52000.0,Automatic,first,Hybrid,750000,7428.571428571428
Maruti Suzuki,Baleno,2016,109000.0,Automatic,second,Hybrid,390000,10900.0
Hyundai,Eon,2012,52000.0,Automatic,first,Hybrid,290000,3714.285714285714
Jeep,Compass,2019,97500.0,Automatic,first,Petrol,1460000,13928.57142857143
Maruti Suzuki,Alto-800,2017,68900.0,Manual,second,Hybrid,220000,7655.555555555556
Citroen,C5 Aircross,2021,54384.0,Automatic,first,Diesel,2050000,10876.8
Maruti Suzuki,Baleno,2021,75000.0,Manual,first,Petrol,720000,15000.0
Honda,City,2018,80000.0,Manual,second,Diesel,825000,10000.0
Honda,CR-V,2016,100000.0,Automatic,first,Petrol,950000,10000.0
Maruti Suzuki,Eeco,2018,25.0,Automatic,second,Hybrid,390000,3.125
Mercedes-Benz,E-Class,2008,140000.0,Automatic,second,Petrol,485000,7777.777777777777
Maruti Suzuki,Swift-Dzire,2013,82215.0,Manual,second,Hybrid,255000,6324.2307692307695
Maruti Suzuki,Alto-800,2017,67000.0,Manual,second,Hybrid,269999,7444.444444444444
Maruti Suzuki,Ciaz,2017,75000.0,Automatic,second,Hybrid,560000,8333.333333333334
Tata,Nexon,2022,15147.0,Manual,first,Diesel,1085000,3786.75
Hyundai,i10,2015,54000.0,Manual,second,Petrol,251000,4909.090909090909
Maruti Suzuki,Wagon-R,2018,58241.0,Manual,first,Petrol,450000,7280.125
Hyundai,Grand i10,2017,28000.0,Manual,first,Hybrid,390000,3111.1111111111113
Volkswagen,Polo,2017,150000.0,Automatic,second,Petrol,565000,16666.666666666668
Lexus,ES,2019,26000.0,Automatic,first,Hybrid,4200000,3714.285714285714
Maruti Suzuki,Baleno,2017,49709.0,Automatic,second,Petrol,610001,5523.222222222223
Skoda,Kushaq,2023,15000.0,Automatic,first,Petrol,1585000,5000.0
Jeep,Compass,2020,20000.0,Manual,first,Petrol,1325000,3333.3333333333335
Honda,City,2016,36593.0,Automatic,second,Hybrid,714000,3659.3
Honda,City,2010,80000.0,Automatic,second,Petrol,325000,5000.0
Mercedes-Benz,C-Class,2019,28000.0,Automatic,second,Petrol,3200000,4000.0
Tata,Tiago,2017,43000.0,Manual,first,Hybrid,354000,4777.777777777777
Maruti Suzuki,Ertiga,2021,32000.0,Manual,first,Hybrid,1025000,6400.0
Tata,Tiago,2018,42000.0,Automatic,first,Hybrid,515000,5250.0
Renault,KWID,2018,52255.0,Automatic,second,Petrol,239000,6531.875
Toyota,Camry,2016,104000.0,Automatic,second,Petrol,1375000,10400.0
Honda,City,2017,27000.0,Automatic,first,Petrol,800000,3000.0
Maruti Suzuki,Ignis,2024,1800.0,Manual,first,Petrol,610000,900.0
Honda,Amaze,2013,96000.0,Automatic,second,Diesel,270000,7384.615384615385
Maruti Suzuki,Eeco,2014,116050.0,Automatic,second,Hybrid,260000,9670.833333333334
Maruti Suzuki,Swift-Dzire,2017,,Automatic,first,Hybrid,270000,
Maruti Suzuki,Ertiga,2022,22000.0,Manual,first,Hybrid,1150000,5500.0
Maruti Suzuki,Ertiga,2015,26.0,Automatic,second,Hybrid,525000,2.3636363636363638
Mahindra,Thar,2016,82500.0,Manual,second,Diesel,580000,8250.0
Hyundai,Grand i10,2015,65000.0,Manual,first,Petrol,349000,5909.090909090909
Renault,KWID,2022,17500.0,Automatic,first,Petrol,365000,4375.0
Skoda,Rapid,2017,48000.0,Automatic,first,Petrol,695000,5333.333333333333
Maruti Suzuki,Omni,2015,123456.0,Manual,first,Hybrid,128888,11223.272727272728
Maruti Suzuki,Eeco,2015,75000.0,Manual,second,Hybrid,275000,6818.181818181818
Hyundai,i20,2010,87000.0,Manual,second,Petrol,250000,5437.5
Hyundai,Creta,2015,82000.0,Manual,second,Hybrid,725000,7454.545454545455
Maruti Suzuki,Wagon-R-1-0,2014,98000.0,Manual,second,Hybrid,290000,8166.666666666667
Maruti Suzuki,Ciaz,2018,36000.0,Manual,second,Petrol,695000,4500.0
Maruti Suzuki,Wagon-R,2009,53000.0,Automatic,second,Hybrid,90000,3117.6470588235293
Honda,Amaze,2018,48000.0,Manual,first,Hybrid,475000,6000.0
Maruti Suzuki,Eeco,2018,82000.0,Automatic,second,Hybrid,320000,10250.0
Maruti Suzuki,Ertiga,2020,35000.0,Manual,first,Hybrid,975000,5833.333333333333
Maruti Suzuki,Swift,2021,41000.0,Automatic,second,Petrol,560000,8200.0
Tata,Tiago,2018,86000.0,Automatic,first,Hybrid,369000,10750.0
Honda,City,2015,78300.0,Automatic,first,Hybrid,595000,7118.181818181818
Toyota,Ventury,2008,23000.0,Automatic,first,Petrol,1950000,1277.7777777777778
Mercedes-Benz,S-Class,2008,84000.0,Automatic,second,Diesel,795000,4666.666666666667
Maruti Suzuki,Wagon-R-1-0,2018,93000.0,Automatic,first,Hybrid,425000,11625.0
Toyota,Innova Hycross,2024,800.0,Automatic,first,Hybrid,3250000,400.0
Toyota,Innova Crysta,2017,225000.0,Automatic,second,Diesel,1195000,25000.0
Audi,Q3,2018,45000.0,Automatic,second,Diesel,2600000,5625.0
Hyundai,Elite i20,2019,21710.0,Manual,first,Petrol,799999,3101.4285714285716
Maruti Suzuki,Swift,2019,95000.0,Automatic,first,Hybrid,585000,13571.42857142857
Maruti Suzuki,Swift,2018,80000.0,Automatic,second,Petrol,595000,10000.0
Maruti Suzuki,Wagon-R,2015,77000.0,Manual,second,Hybrid,288000,7000.0
Maruti Suzuki,Wagon-R,2018,160000.0,Manual,first,Hybrid,490000,20000.0
Toyota,Urban Cruiser Hyryder,2024,9000.0,Automatic,first,Hybrid,1950000,4500.0
Maruti Suzuki,Omni,2015,100000.0,Automatic,first,Hybrid,230000,9090.90909090909
Honda,City,2015,106999.0,Manual,second,Hybrid,475000,9727.181818181818
Maruti Suzuki,Ertiga,2022,35000.0,Manual,second,Hybrid,1150000,8750.0
Toyota,Fortuner,2015,105000.0,Automatic,first,Diesel,1835000,9545.454545454546
Honda,Amaze,2018,75000.0,Automatic,second,Diesel,850000,9375.0
Maruti Suzuki,Swift,2019,65000.0,Manual,first,Hybrid,475000,9285.714285714286
Honda,BRV,2019,77285.0,Automatic,second,Petrol,832000,11040.714285714286
Chevrolet,Beat,2010,65000.0,Manual,second,Hybrid,144444,4062.5
Skoda,Rapid,2024,10000.0,Automatic,first,Hybrid,99090,5000.0
Hyundai,Verna,2015,122000.0,Manual,second,Petrol,525000,11090.90909090909
Honda,Amaze,2019,19000.0,Automatic,second,Petrol,725000,2714.285714285714
Hyundai,Verna,2013,65000.0,Automatic,second,Hybrid,355000,5000.0
Maruti Suzuki,Swift-Dzire,2013,140000.0,Manual,second,Diesel,460000,10769.23076923077
Volkswagen,Ameo,2019,92000.0,Automatic,second,Diesel,625000,13142.857142857143
Maruti Suzuki,Wagon-R,2021,66000.0,Automatic,first,Hybrid,520000,13200.0
Toyota,Innova,2011,175000.0,Manual,second,Diesel,450000,11666.666666666666
Fiat,Grande Punto,2015,66000.0,Manual,second,Petrol,265000,6000.0
Maruti Suzuki,Ertiga,2021,42000.0,Manual,first,Hybrid,1090000,8400.0
Kia,Sonet,2021,34000.0,Automatic,first,Hybrid,850000,6800.0
Mercedes-Benz,C-Class,2012,75001.0,Automatic,second,Diesel,845001,5357.214285714285
Honda,City,2021,7500.0,Manual,second,Petrol,985000,1500.0
Maruti Suzuki,Swift-Dzire,2017,128876.0,Automatic,second,Diesel,725000,14319.555555555555
Maruti Suzuki,Wagon-R,2019,113245.0,Automatic,first,Hybrid,475000,16177.857142857143
Audi,A4,2015,72000.0,Automatic,first,Diesel,1490000,6545.454545454545
Mahindra,Scorpio,2013,96000.0,Manual,second,Diesel,485000,7384.615384615385
Maruti Suzuki,Wagon-R,2014,65000.0,Manual,first,Hybrid,265000,5416.666666666667
Maruti Suzuki,Swift-Dzire,2019,100000.0,Automatic,first,Hybrid,520000,14285.714285714286
Maruti Suzuki,Eeco,2012,,Automatic,second,Hybrid,140000,
Honda,City,2011,30.0,Automatic,first,Hybrid,170000,2.0
Ford,Ecosport,2015,57000.0,Automatic,second,Petrol,525000,5181.818181818182
Tata,Tiago,2016,84648.0,Manual,first,Petrol,300000,8464.8
Maruti Suzuki,Grand Vitara,2023,51409.0,Automatic,first,Hybrid,1550000,17136.333333333332
Skoda,Rapid,2015,140000.0,Manual,second,Diesel,399000,12727.272727272728
Maruti Suzuki,Celerio,2016,13508.0,Automatic,second,Petrol,335000,1350.8
Toyota,Etios,2012,92000.0,Manual,second,Diesel,250000,6571.428571428572
Toyota,Corolla Altis,2014,100000.0,Manual,second,Diesel,850000,8333.333333333334
Maruti Suzuki,Grand Vitara,2024,13400.0,Automatic,first,Hybrid,2045000,6700.0
Ford,Figo,2011,74300.0,Automatic,first,Hybrid,120000,4953.333333333333
Honda,City,2017,74000.0,Manual,second,Diesel,625000,8222.222222222223
Toyota,Corolla Altis,2015,57000.0,Manual,first,Petrol,750000,5181.818181818182
Maruti Suzuki,XL6,2020,44000.0,Automatic,first,Petrol,1025000,7333.333333333333
Maruti Suzuki,Alto-800,2016,85000.0,Automatic,first,Hybrid,215000,8500.0
Volvo,XC60,2023,22000.0,Automatic,first,Petrol,6975000,7333.333333333333
Maruti Suzuki,maruti-suzuki-dzire,2022,20000.0,Manual,first,Hybrid,825000,5000.0
Maruti Suzuki,Wagon-R,2011,82000.0,Manual,first,Petrol,225000,5466.666666666667
Hyundai,Xcent,2020,43123.0,Automatic,first,Petrol,560000,7187.166666666667
Maruti Suzuki,Eeco,2010,95.0,Manual,second,Hybrid,170000,5.9375
Honda,Jazz,2010,85000.0,Manual,second,Petrol,125000,5312.5
Mercedes-Benz,GL-Class,2015,115000.0,Automatic,second,Diesel,2490000,10454.545454545454
Audi,A3,2015,88000.0,Automatic,first,Diesel,1450000,8000.0
Honda,City,2017,42000.0,Automatic,second,Petrol,750000,4666.666666666667
Renault,Kiger,2021,63000.0,Manual,first,Petrol,675000,12600.0
Maruti Suzuki,Grand Vitara,2023,20000.0,Automatic,first,Hybrid,1790000,6666.666666666667
Audi,A3,2016,75000.0,Automatic,second,Diesel,975000,7500.0
Hyundai,Verna,2012,131000.0,Automatic,first,Diesel,350000,9357.142857142857
Mercedes-Benz,S-Class,2013,22000.0,Automatic,second,Petrol,1799000,1692.3076923076924
Maruti Suzuki,Wagon-R,2019,34000.0,Manual,first,Hybrid,525000,4857.142857142857
Maruti Suzuki,Ertiga,2024,0.0,Automatic,first,Hybrid,350000,0.0
Skoda,Octavia,2016,89000.0,Automatic,second,Diesel,1000000,8900.0
Maruti Suzuki,A-Star,2011,84785.0,Automatic,second,Hybrid,140000,5652.333333333333
Maruti Suzuki,Wagon-R,2014,42372.0,Manual,first,Hybrid,325000,3531.0
Maruti Suzuki,Wagon-R,2011,,Automatic,first,Hybrid,130000,
Honda,Amaze,2023,14000.0,Automatic,second,Hybrid,900000,4666.666666666667
Honda,Amaze,2017,82000.0,Manual,second,Hybrid,315000,9111.111111111111
Maruti Suzuki,Eeco,2024,600.0,Automatic,first,Hybrid,600000,300.0
Mahindra,Scorpio,2013,135000.0,Automatic,second,Diesel,425000,10384.615384615385
Maruti Suzuki,Alto-800,2015,84000.0,Manual,first,Hybrid,230000,7636.363636363636
BMW,3 Series GT,2019,66000.0,Automatic,first,Diesel,3295000,9428.57142857143
Maruti Suzuki,Swift-Dzire-Tour,2022,65300.0,Automatic,first,Hybrid,250000,16325.0
Maruti Suzuki,Brezza,2020,32000.0,Automatic,second,Petrol,955000,5333.333333333333
